mbid,artist,bio,listeners,playcount,similar_artist
87ae83df-6173-40cc-a0f2-bad543faa6aa,DaBaby,"DaBaby was born Jonathan Kirk in Cleveland, Ohio in 1991. By age six, he'd relocated to Charlotte, North Carolina and spent his adolescence engaged in street life. In December 2014, Kirk made a quick decision to become a rapper, taking the name Baby Jesus and issuing his NonFiction mixtape a month later. Never having been on a stage before, he headed to South by Southwest in the spring of 2015. Kirk changed his name to DaBaby, going so far as to explain the ""political reasons"" for this decision in the lyrics to ""DaBaby (Intro) Read more on Last.fm",1466801,54055455,NLE Choppa
859d0860-d480-4efd-970c-c05d5f1776b8,Beyoncé,"Beyoncé Giselle Knowles-Carter  (born September 4, 1981 in Houston, Texas, USA) is an American singer, songwriter, businesswoman, and actress. Beyoncé performed in various singing and dancing competitions as a child and rose to fame in the late 1990s as the lead singer of Destiny's Child, one of the best-selling girl groups of all time. Beyoncé herself is the best-selling black female musician of all time and second best-selling female artist of all time, behind only Madonna. Read more on Last.fm",6322308,686725671,The Carters
36a3343f-10cd-4c78-a016-47a41903b55c,Козачок, Read more on Last.fm,764,7944,Джон Дір
d7059bb3-511e-4758-a573-92ea64b1156a,Y2, Read more on Last.fm,7822,71284,J.Blaze
77faf2bf-9627-4349-a5c5-8227101a39be,Sleazy F Baby, Read more on Last.fm,1299,10489,Cult of the Damned
b0ca0d85-24a8-4a00-860d-357ff688b69c,Bootsy Collins,"William ""Bootsy"" Collins (born October 26, 1951 in Cincinnati, Ohio) is a pioneering funk bassist, singer, and songwriter. Bootsy was instrumental in Parliament and Funkadelic together with George Clinton and Bernie Worrell. He is well known as one of the founding members of the 'P-Funk' sound. He also played a major part in resurrecting James Brown's career in the late 60s and early 70s, co-writing some of Brown's greatest hits along with his brother, Phelps ""Catfish"" Collins. Read more on Last.fm",368057,2929117,Parliament
12398bf3-1b99-47b7-930c-f3956773f35a,Aminé,"Adam Aminé Daniel, better known as Aminé, is an American rapper. He was born and raised in Portland, Oregon. He released his debut album Good for You on July 28th, 2017.

On January 17, 2014, Aminé released his debut mixtape, Odyssey to Me. On September 4, 2014, Aminé released his debut extended play (EP), En Vogue. On August 31, 2015, Aminé released his second mixtape, Calling Brío. 
On March 9, 2016, Aminé released his debut single, called ""Caroline"". Read more on Last.fm",1471238,62580273,Smino
a4ab6bb1-2b7e-4d5f-bad6-dcd6b6daa5d6,Djadja & Dinaz, Read more on Last.fm,55204,3092307,Ninho
fde950c1-452d-44e8-94c3-de4c503fcfc7,Mayo 214, Read more on Last.fm,8417,266096,Blanco 43720
38474d18-9204-4f60-a137-1fcc6750b869,Skepta,"Joseph Junior Adenuga, better known as Skepta, is an English Grime MC from Tottenham, North London, England. Originally from and born to Nigerian parents he moved from Lagos to London aged three. His family history can be traced back further to Ethiopia, to the Falash Mura community. He is a producer and DJ commonly associated with the North London Grime scene, including Roll Deep and Boy Better Know. 
The name ""Skepta"" originated from the word Sceptre, a type of staff. Read more on Last.fm",1022555,38149166,JME
965c6053-0bfb-42c1-97e7-84b34218ac53,Super Yei, Read more on Last.fm,132419,1650508,Brytiago
87a75fc3-59e7-4598-925c-8e230bce5db9,Anuel AA,"Emmanuel Gazmey Santiago, known professionally as Anuel AA, is a Puerto Rican rapper and singer, a pioneer of the Latin trap movement. Gazmey's music addresses topics such as street life, violence, sex, and drugs. He is seen as a controversial figure in the Latin music scene for his legal troubles and feuds with fellow Puerto Rican rappers Cosculluela and Ivy Queen and with American rapper 6ix9ine.  His music often contains samples and interpolations of songs that were popular during his youth. Read more on Last.fm",604735,33047897,Bryant Myers
f65f3578-bdb3-42a2-b40c-f78d5ebeb797,RKO, Read more on Last.fm,249,1510,ameba.
d5651d1a-6ddd-4650-96fc-0e475d77862d,Rilès,"Rilès Kacimi, born 4 January 1996, better known by his stage name Rilès, is a French rapper, songwriter, composer and record producer from Rouen (FR).

His music video ""Brothers"" has reached 56 million views and his music video ""PESETAS"" reached 78 million views on YouTube.

Rilès released multiple EPs, ""Vanity Plus Mind"" (2015) and ""LVL 36"" (2020), and an album ""WELCOME TO THE JUNGLE"" (2019).
in 2016 and in 2021 he decided to release one song per week every Sunday for a year (RILESUNDAYZ). Read more on Last.fm",113321,3391644,Nekfeu
525f1f1c-03f0-4bc8-8dfd-e7521f87631b,Charlie Puth,"Charles Otto Puth Jr. is an American singer, songwriter and record producer. His initial exposure came through the viral success of his song videos uploaded to YouTube.

Puth initially signed with the record label eleveneleven after performing on The Ellen DeGeneres Show, while songwriting and producing for other artists. With primary intent on a solo career, Atlantic Records and Artist Partner Group eventually sought the artist and released his debut single, ""Marvin Gaye"" (featuring Meghan Trainor), in 2015. Read more on Last.fm",2410781,132342443,Lauv
9bb6f964-9d6a-4c07-bdb5-2d3b3f9632ef,Mad Division, Read more on Last.fm,1599,10464,Fyahbwoy
5a839afc-95d4-491c-9fb6-0a691bfe8afd,Alias,"There is more than one artist with this name:

1) Alias was an AOR/hard rock band, formed by vocalist Freddy Curci and Steve DeMarchi of the Canadian soft rock band Sheriff (""When I'm With You""), along with Heart founding members Roger Fisher, Steve Fossen and Mike DeRosier in 1988.

The band released its self-titled debut album that same year and went gold, scoring hits with ""Waiting For Love"" and the power ballad ""More Than Words Can Say"". They also recorded the Tonio K song ""Perfect World"" Read more on Last.fm",166047,2279469,Themselves
ee91d3e5-1c9a-49fd-b238-2935c7692f8a,Mr. Thing,Mr. Thing is a DJ and turntablist from the UK. He is also a former member of The Scratch Perverts with whom he won the DMC World Team Championships in 1999. He's a massive fan of Adidas Superstar sneakers and even mixed a CD for the launch of their 35th Anniversary editions in 2006. Read more on Last.fm,861,5056,Kenny Dope Presents The Unreleased Project
d0a51b75-b179-49fa-8f12-05dc6bc65b3c,Baze,"Baze aka Brocoli George gilt als einer der talentiertesten Rapper der Schweizer Hip Hop Gemeinde. Kaum ein anderer polarisiert und versteht es Worte und Stimmungen auf eine so tiefgehende Art in Bildern zu vermitteln wie er. Gerne lehnt er sich dabei auch mal über die Grenzen des Genres hinaus, beweist damit aber nur seine musikalischen Qualitäten und seine Vielfalt. So konnte es schon passieren, dass er einen Chlöisu Friedli Song mit Greis und Read more on Last.fm",10478,216108,Chlyklass
934321ef-a29d-4229-9385-5f22a4bbd107,Sophiegrophy, Read more on Last.fm,3342,19214,Antony & Cleopatra
a9295d17-b511-4ad7-bb02-06b2b680a1f1,Rochy RD, Read more on Last.fm,128386,1710448,Bulin 47
b4f8ba9d-3003-4554-b10e-9f325046a26b,Hooligan,"There are several artists/group who share the name Hooligan. One of them is a Korean rock band.
Here is what Hooligan (훌리건) have to say about themselves on their official site:

These aren’t the hooligans that go crazy over football.
No, these five guys simply share a common passion for music and their music is listed #1 on their crucial list.

They don’t care what the world thinks of them nor do they give any concerns to how others might see them.  Read more on Last.fm",7465,36379,Nightwatchers
3258b15c-3712-4e89-a90f-2e3a7c7d7330,Theory Hazit,"Who is Theory Hazit?
One MC with enough style to give the impression that he is a 3-man group.

Who is Theory Hazit?
A producer/DJ who feels at home rhyming over his own beats – or collaborating with high profile producers.

Who is Theory Hazit?
A husband and father – emerging from his days as a troubled youth and developing into a wise family man.

Theory Hazit is a Hip Hop artist – born and raised in Winchester Kentucky with the support of his granny, an aunt and 2 uncles. Read more on Last.fm",22540,292978,Tre-Dot
59466d51-6806-41d2-86cc-2cb33630bb39,Swarmz,"Swarmz (born Brandon Scott on September 11 1996, in Greenwich, London, United Kingdom) is a British rapper and singer and professional boxer. 

Swarmz was heavily inspired by the music his family was listening to, including a variety of Jamaican artists. He and his friends had begun rapping by the time he was attending school. Although he initially went by the name Swarmzy-B, he shortened it to Swarmz when he started making music professionally. His breakthrough single Read more on Last.fm",48874,545384,Kenny Allstar
532e4ed5-1ad9-4997-9fa2-4271fe7eb757,Pacho, Read more on Last.fm,1540,5585,Pacho El Antifeka
b04c952c-16c4-41ad-bd62-ace5047cdf6e,Laylow,"Laylow is a French rapper originating from Toulouse, of his real name Jeremy Larroux. In 2018, Laylow released the EP's .RAW and RAW-Z. On his first album Trinity that came out on the 28 February 2020, inviting Lomepal, S.Pri Noir, Jok'Air, Wit. and Alpha Wann for collaborations.The album reached number 3 in the French Albums Charts of the week. 

Laylow was born in 1993 in Toulouse a city in the south of France. He lived there until the age of nine Read more on Last.fm",89372,15016881,Josman
f7a94446-aa3f-41e6-b3d0-46dd695d7d6e,Dreamville,"Dreamville is a record label founded and owned by American rapper J. Cole, and Dreamville Records A&R and President Ibrahim Hamad. There are currently eight artists signed to the label, J. Cole, Bas, Omen, Cozz, Lute, JID, Earthgang, and Ari Lennox. Dreamville also houses producers Elite, Ron Gilmore, K-Quick, and Cedric Brown Read more on Last.fm",902442,36716013,EARTHGANG
27c29140-7bfd-4019-8a9a-a75932678524,Conspiracy,"There is more than one artist with this name:

 1) CONSPIRACY was a progressive rock band founded by Billy Sherwood (formerly of Yes) and Chris Squire (bassist in Yes). The band released two albums: Conspiracy (2000) and The Unknown (2003), and a live DVD (2006). It is currently inactive. The Unknown was re-released digitally in 2010 by Inside Out Records.
Squire and Sherwood share lead vocals on the album, with Squire playing most of the bass parts and Sherwood playing most of the guitar and keyboard parts, plus contributing some drumming. Read more on Last.fm",8276,65639,Chris Squire & Billy Sherwood
ce09ea31-3d4a-4487-a797-e315175457a0,Tyga,"Micheal Ray Stevenson (born November 19, 1989 in Compton, California), better known by his stage name Tyga, is an American hip hop artist signed to Lil Wayne's Young Money Entertainment and Decaydance. He is of Vietnamese and Jamaican descent.  He is the cousin of Travis McCoy, lead vocalist of the group Gym Class Heroes. 

In 2006 he released his first mixtape, Young on Probation, and released his debut studio album, No Introduction, in 2008. He has since released a further mixtapes Read more on Last.fm",2731433,37954821,Kid Ink
dc999240-731a-416d-bb87-816bf47b7984,Lazza,"Lazza, nome d'arte di Jacopo Lazzarini (Milano, 22 agosto 1994), è un rapper, produttore e pianista italiano.

Dopo aver studiato pianoforte al conservatorio Giuseppe Verdi di Milano, comincia a fare rap e da adolescente è membro del collettivo Zero2. In quel periodo partecipa anche a varie gare di freestyle e nel 2012 pubblica il suo primo lavoro, Destiny Mixtape.

Nel 2013 lascia la Zero2 per entrare in Blocco Recordz, etichetta di Emis Killa, per la quale rilascia l'anno successivo il mixtape K1. Read more on Last.fm",105206,11733515,Sfera Ebbasta
b7f5054e-c9de-49d8-b0eb-6deefb89b86b,Ñengo Flow,"Edwin Rosa, publicly popular as ""Ñengo Flow"" is a hip hop artist and composer of Puerto Rican music. Its fast and complex letters have referred to as the ""Real G"" urban type.

Flow Ñengo born on October 15, 1981 in the town of Rio Piedras. This great rapper grew and raised in the town of Bayamon, Puerto Rico. It is there since childhood he was interested the world of urban music. His beginnings as a rapper were developed with letters of the street, everyday living Edwin Rosa. Read more on Last.fm",237352,5263463,"Gotay ""El Autentiko"""
2914e0a2-5431-4427-a8e6-e6268ba92390,Crudo Means Raw,"Crudo Means Raw (nombre real: Fernando Bustamante) es un productor musical, rapero y cantante colombiano nacido en Medellín. Se ha destacado por su estilo versátil, que mezcla el hip hop clásico con sonidos latinos como el funk, el jazz, el bolero, la salsa y el reguetón. Su propuesta musical se caracteriza por la fusión de lo vintage con lo moderno, y por letras que reflejan vivencias personales, reflexiones sociales y una estética callejera y elegante al mismo tiempo. Read more on Last.fm",29625,1293203,granuja
30521510-4108-47ed-8495-992624bd304c,SLiNK, Read more on Last.fm,8016,41139,Guacáyo
3ae54eaa-3bd5-4e7a-b85b-5273f2c5e839,Rich Vagos, Read more on Last.fm,38475,659332,Faruz Feet
4efc4d86-18b5-4b6f-9380-6b8910482d37,Mac Dre,"Andre Hicks (July 5, 1970 - November 1, 2004), better known by his stage name, Mac Dre, was a Bay Area based gangsta rapper from the Crest side of Vallejo, California, active since 1988 and considered one of the predecessors of the hyphy movement. During his career in the rap world, he worked with artists like Andre Nickatina, Yukmouth, Snoop Dogg, Mac Mall, Dubee and Keak da Sneak.

Career

Mac Dre's music gained popularity in the early to mid 1990s throughout the Bay Area Read more on Last.fm",231607,4432775,The Jacka
62d71e3c-6164-4a0b-800e-12179a2c2ee0,Lord Apex,"Shaeem Santino Wright (born 12 July 1996) known as Lord Apex, is a British MC who grew up in White City, London, United Kingdom. His music crosses multiple styles of rap, including UK hip-hop, alternative hip hop, and lo-fi hip hop.

Apex's stage name was inspired by hip-hop producer Madlib's alter ego, Quasimoto aka Lord Quas.

Apex frequently states that he doesn't like to be put into any one genre with his music. Journalists, and Apex himself, often reference lo-fi, 90s US hip hop acts like J Dilla and MF Doom as influences. Read more on Last.fm",162160,2180434,Finn Foxell
789e25c5-e8ad-4f89-b3b8-a0d2128d543d,Boss Doms, Read more on Last.fm,4809,19251,Wayne Santana
65482a1b-3e48-4074-83da-dde269faddb1,FIJI,"There are numerous artists with this name, including: 
1) Polynesian reggae/hip-hop/R&B artist George “Fiji” Veikoso (died 2025); 
2) a Danish metal band from København/Slagelse, Sjælland;  
3) a Swiss electro band located in Berne; 
4) a Russian electronic musician; 
5) a project from The Kills lead singer Jamie Hince; 
6) a female rapper. 

1) 
Born George Brooks Veikoso on 10 May 1970; died 24 July 2025. 
Fiji was one of the biggest polynesian artists of our time. Read more on Last.fm",59353,902499,J Boog
2f522f5c-111c-4ce8-8bd0-d82e97c227ad,Daddy Yankee,"Ramón ""Raymond"" Luis Ayala Rodríguez (born February 3, 1976), known artistically as Daddy Yankee, is a Latin Grammy Award winning Puerto Rican reggaeton recording artist. Ayala was born in Río Piedras, the largest district of San Juan, Puerto Rico, where he became interested in music at a young age. In his youth he was interested in baseball, and aspired to become a Major League Baseball player. He was unable to continue this sport when he got shot in the leg by being mistaken for his friend by a unknown man Read more on Last.fm",2200125,50346045,Don Omar
cde65e2a-3e77-45b3-9320-fd10f813621f,Quality Control,"Quality Control Music is an Atlanta-based record label founded by Pierre “Pee” Thomas and Kevin “Coach K” Lee in 2012. The label’s releases are now distributed through Motown and Capitol Music Group.

The label has many acts signed, including the Migos (Quavo, Offset and Takeoff), Lil Yachty, City Girls, Duke Deuce
 and Lil Baby. Read more on Last.fm",836217,17410088,Huncho Jack
aa1c8575-6322-4788-9cd9-7c849fee2fa8,Dani Ribba,"Daniel Ribba, más conocido como Dani es un cantante de trap argentino, nacido el 6 de agosto de 1999. Conocido por su etapa como freestyler, participó en competencias como El Quinto Escalón y FMS Argentina. Read more on Last.fm",45286,1008740,LIT killah
fa8e7fb9-c595-4811-aad9-16b37ac27f5b,Ayax y Prok,"
Read more on Last.fm",38376,1699125,FERNANDOCOSTA
875203e1-8e58-4b86-8dcb-7190faf411c5,J. Cole,"Jermaine Lamarr Cole (born January 28, 1985), better known by his stage name J. Cole, is an American hip hop recording artist and record producer. Cole was born on an American military base in Frankfurt, Germany, to two American parents. Raised in Fayetteville, North Carolina, Cole posted songs on various internet forums at the age of 14 under the name ""Blaza"", but later switched to the name ""Therapist"". 

Cole initially gained recognition as a rapper following the release of his debut mixtape Read more on Last.fm",3807253,298561920,Cozz
8a99c12d-47c5-4b42-bb5c-cefec396bae7,Ronpe 99, Read more on Last.fm,22406,1246627,Oney1
c818a5e5-2835-4776-be0e-fc672691b893,Metta, Read more on Last.fm,1800,8085,Vanilla John
6dc65b53-0ec4-45cc-9229-ef75804eb687,Adán Cruz,"Adán Cristóbal Cruz López, mejor conocido como “Adan Cruz” nació un 18 de Septiembre del año 1992.
Crece rodeado por instrumentos musicales, discos y vinilos, de rock clásico” entre otros géneros. A la edad de 10 años recibe por parte de un compañero de clase un disco de Rap, a nivel local influenciado por grupos tales como: “Cartel De Santa” y “Control Machete”.

Al paso de 3 años se lanza como autor e intérprete independiente Read more on Last.fm",20318,884374,Fntxy
b6802d58-6e84-4a60-b5bc-e6f926763978,Bundi, Read more on Last.fm,268,1136,Izzie Gibbs
bc3ead02-18f6-4b63-8214-638ffbb42a11,Kane,"As it happens there are 3 bands named Kane:

One - KANE is a Dutch rock band from The Hague, formed in 1998. The two original members were Dinand Woesthoff (lead singer) and Dennis van Leeuwen (guitarist, vocals). They added drummer Martijn Bosman in 2002 after the former drummer had left the band. Their music can be described as soft guitar rock. Nowadays, they are one of the best selling bands in The Netherlands and, after The Golden Earring, one of the most successful rock bands in Dutch music history. Read more on Last.fm",156587,2830416,Anouk
a6b15fa1-f326-4ab8-93b7-7e90870f337e,Edwin,"There is more than one artist named Edwin:

1. Edwin refers to the original the lead singer for EMI-signed Canadian Rock recording artist I Mother Earth.  He went solo and recorded the SONY 1999 album ""Another Spin Around The Sun"" which featured four strong singles, including the radio hit ""Alive"".  Columbia released his solo debut in the USA in 2000.

2. Edwin was the guest lead vocalist on a special solo project called Victor that was assembled by Rush guitarist Alex Lifeson.  Edwin would later form Edwin & The Pressure.    Read more on Last.fm",38962,333140,I Mother Earth
8e7cde9d-1212-4d34-9c20-4189de563bae,Big Stan, Read more on Last.fm,8622,71207,Bazaar Royale
7fdb17ff-fcbf-4d17-95ba-ae361ee40c8e,OBOY,"Mihaja Ramiarinarivo (born 6 January 1997), better known by the stage name OBOY, is a Malagasy-born French rapper. Read more on Last.fm",104971,5209774,Josman
a0e8a1b1-5f8f-475a-a253-17415c17d0ff,Mac Miller,"Malcolm McCormick, also known by his stage name Mac Miller, was an American rapper, singer-songwriter and record producer from Pittsburgh, Pennsylvania. He was also a noted record producer under the pseudonym Larry Fisherman. Raised Jewish and teaching himself music from a young age, McCormick defied the stereotypes of hip-hop and released his first mixtape under the name EZ Mac, titled ""But My Mackin' Ain't Easy"" in 2007, when McCormick was only fifteen. Read more on Last.fm",3466486,422425806,Joey Bada$$
6e500783-dbd1-435d-b3d7-aba7e2d2ff32,Spectacular Diagnostics, Read more on Last.fm,58383,250545,Boldy James
2aff77f3-8195-46c3-bc2f-0042ada5cd86,Violence,"Violence may refer to at least 3 groups:

1. A hardcore group from the UK
2. An synth pop duo from Canada
3, Metal, Industrial, Bass-Music band

1. Originating from Newcastle in 2008 Violence has been working hard to make a name for themselves in the Newcastle hardcore scene and has just recently been featured in Reverb Street Press. They deliver a full and heavy traditional style of hardcore while maintaining a distinct originality particularly through front man Glen Mountford’s vocal style. Read more on Last.fm",26905,219663,Hella Sketchers
85b0112b-50ce-4b3e-8857-6ca7ea3f3584,Keko Musik, Read more on Last.fm,893,2931,NAYHLO
031dd255-f118-403c-869c-2373340c8ff4,Bhavi,"Bhavi es un cantante de trap nacido como Indra Bhalavan en Bélgica, el 22 de octubre de 1997, y radicado en Argentina. En 2017 comenzó a grabar y al poco tiempo se conectó con Mueva Records, la productora con la cual trabaja. 

En 2018 volvió a Bélgica a probar suerte, donde comenzó una gira con Coely y Dvtch Norris, presentándose en distintos festivales. Lanzó varios singles junto a otros artistas reconocidos: “Mojaa”, el 30 de enero Read more on Last.fm",130989,6218216,Duki
0ed1066b-e0e3-4c4e-aa99-b3e9062197cc,Aerstame, Read more on Last.fm,11712,176007,Adickta Sinfonía
2b63ea57-8619-4fba-9dff-9a20a1af6cb8,Watkin Tudor Jones,"Genius chameleon of South African hiphop over the past decade, Mr Jones has incarnated in many forms, aka MaxNormal.TV, aka The Constructus Corporation, aka Max Normal, aka Yang Weapon, aka The Man Who Never Came Back, aka Watkin Tudor Jones etc. Watkin Tudor Jones (his real name), spat out one album under that moniker - The Fantastic Kill. not recommended for sheep.
Currently incarnating as Die Antwoord Read more on Last.fm",17931,185908,MaxNormal.TV
b49a9760-c675-4724-b258-d494a2a29ca9,Young Lox, Read more on Last.fm,292,4020,Ampichino & Young Bossi
e3205c99-f283-4a32-9057-05ee8db15c28,Manu Crooks, Read more on Last.fm,33020,270686,B Wise
81060c7e-ec55-4f28-aee8-aa78c5993155,Kung Foo Grip,http://www.myspace.com/kungfoogripsucka Read more on Last.fm,690,6117,Porter Ray
5cc35970-eb45-4621-816a-ea3e65de782f,AG Cubano, Read more on Last.fm,203,1073,J. Stalin
e1e9b4bc-0a3d-489b-9593-97d528934691,Stailok, Read more on Last.fm,4337,53632,cestar
0aa4c641-9982-478b-bcdb-86cb88ff4280,Nicko,"This is the incorrect tag for Nikos Ganos.







Νίκος Γκάνος (Nikos Ganos) or simply Nicko, is a new pop  gay-idol. Of Greek origin, was born in Athens where he is today.

In 2004 he was a participant in the talent show Super Idol, which was the first Greek edition of the British television hit Pop Idol. Where he came third.
He has worked in the past with Καίτη Γαρμπή and Γιώργος Μαζωνάκης. Then he produced his super hit 'Poso Akoma' with a sound perfectly modern for what Greeks usually listen to Read more on Last.fm",10144,73192,Nikos Ganos
705dc614-dbd7-42e0-9bb0-f820e8128cce,Nikone, Read more on Last.fm,15501,451208,Hard GZ
05870523-891f-4ada-acf5-c0893f398167,Alz X 38, Read more on Last.fm,26335,392936,Baby Mane
e1ad5313-988c-49a0-83ec-bbddb7ab2fde,Wasaru,He was originally nicknamed Saru but he changed it to Wasaru when he found out that another artist had been using his original nickname. Read more on Last.fm,3702,97777,Mobster
f376a4e7-a1cc-4c82-b521-177bdb5c77e6,Deep,"There are several Artists, Projects, Bands, called Deep.
1. Deep, Augsburg - Germany post-rock, drone, electronic
2. Deep, Zypern House, Minimal, Techno
3. Deep, Philadelphia - US Psychedelic, Sixties
4. DEEP, Japan punk, visual-kei
5. DEEP, Japan r&b, j-pop
6. DEEP, Malaysia depressive black metal, funeral black metal
7. DEEP, Slovakia ambient, dark ambient, classical
8. Deep, Italy stoner, doom
9. Deep, doom metal from Finland

1.) Deep is an ambient, drone, experimental Indie music duo, formed in Augsburg, Germany in 1993. Read more on Last.fm",21926,259184,DOBERMAN INFINITY
ebead099-2cf3-4b3b-a471-bfb1a513ba65,Old Grape God, Read more on Last.fm,580,10202,Slick Devious
3a0a763f-5533-4304-9037-1836b4586236,Daniel Williams,hundreds of artists with this name. Read more on Last.fm,490,4509,DeRevo
8065df21-2e6d-4496-96b0-6d1ad38e5a86,Meta Four,"Zlatko Prangasevic, born October 26, 1987 in Angered, Sweden, more known under his artist name Meta Four, is a Swedish hip hop artist with Serbian origin. On 4/4 in 2016 Meta Four released his debut album ""Missförstå mig rätt"".

Meta Fours debut was noted by Ametist Azordegan in Sweden's Radio (SR Metropol 93.8) in February of 2011. This happened in connection with the release of his first single ""Spraycans (feat. Rico Won)"" from the mixtape ""IATISTB: I'm A Thief I Stole The Beat"", which is officially Meta Four's first single. Read more on Last.fm",671,3156,Allyawan
6d7c9034-844e-4b5d-bdb1-4176f9901b3f,Rico,"There are at least nine different artists called Rico.

1. Rico is a reggae and ska trombonist. Full name: Rico Rodriguez.

2. Rico ""Ricardo Capuano"" was a Scottish industrial rock musician based in Glasgow, United Kingdom. He was regarded as Glasgow's answer to Trent Reznor. The high-point of his career was his 2003 collaboration with Gary Numan , Crazier which reached no.13 on the UK singles charts. He released two albums 1998's Sanctuary Medicines and 2004's Violent Silences. Born 23rd June 1971 he passed away 16th August 2022. Read more on Last.fm",87981,751593,The Skatalites
bbf0ea5d-b229-4882-9b3d-c0da0af116d6,Neo Pistea,"Sebastián Ezequiel Chinellato, conocido artísticamente como Neo Pistéa, es un cantautor argentino nacido el 5 de octubre de 1994 en Buenos Aires, Argentina.

El cantante comenzó a relacionarse con el ambiente del Hip-Hop a temprana edad, con solo 16 años empezó a rapear junto a King Team y Vasuras Crew.

En 2016, la carrera del artista dio un gran salto debido a grandes hits que lanzo en dicho año, como “Elvira”, “Oro Y Perfume”, “Tumbando El Club”, entre otros. Read more on Last.fm",63140,2540370,Ysy A
abf8d004-9932-4f86-b234-16a5e71aba79,Kami Kaze Inc.,"1995 a Tape by Juicy J & DJ Paul, entitled ""Volume 3 Spring Mix 95"" was released. That Tape contained the first Killa Klan Kaze Track ""Runnin' Lip"". That crew consisted out of MC Mack, Scan Man, and K-Rock. They also had another Track on the Three 6 Mafia EP Live By Yo Rep, entitled ""Be A Witness"". After that K-Rock was replaced with Project Pat, and 1998 the first and last The Kaze Album ""Kamakaze: Timez Up"" came out. That was also the last release on Prophet Ent. Read more on Last.fm",1674,10111,Scan Man
800760de-bdf8-43a2-8fe0-44a2401a5515,Young Thug,"Jeffery Lamar Williams, better known by his stage name Young Thug (acronym for Truly Humble Under God, also uses the name ""SEX!!"" and was briefly known as ""Jeffery""), is an American rapper from Atlanta, Georgia who is signed to Gucci Mane's 1017 Brick Squad Records, Asylum Records and Atlantic Records. Thug grew to prominence in 2013 after releasing his mixtape 1017 Thug to positive critical reception. He has collaborated with artists such as Gucci Mane, Young Scooter, Rich Homie Quan and Waka Flocka Flame. Read more on Last.fm",1848928,189474362,Future
728e54b6-5ce5-4e14-b877-29169c1bfcbd,Tereza,"1)  Tereza is a German DJ, radio host, and curator currently based in Berlin. She is passionate about the groovy, uplifting ideas of underground dance music and has a refreshing way of telling exciting, cohesive stories through her DJ sets, drawing from her background as a hip-hop DJ. She is a part of the London-based broadcaster Worldwide FM, where she presents her latest Bandcamp finds every two weeks and experiments with radio formats that showcase both emerging and established artists. Read more on Last.fm",8337,142747,Holger
d62adf19-169e-4878-8b04-b8b4a7023802,Towy, Read more on Last.fm,462,1964,Juanka
80404ff9-7329-40cb-b5b6-24b23d83059a,Jarfaiter, Read more on Last.fm,15362,679537,Al Safir
255a79b3-85eb-48a5-ba30-313a27ceb341,Amenazzy,"José Daniel Betances, or as he is better known, El Nene La Amenazzy, is a popular Spanish-language R&B artist known for hit singles like ""Me Hace Falta"" and ""Mugeriego."" Read more on Last.fm",109184,1371779,Rochy RD
80199d1e-9c67-40d2-814c-de6608ae2916,The Architect,"If it's messing around with cassettes, singing, playing the piano, playing the guitar, hitting the drums, making weird noises or just listening to it, Bas (a.k.a. The Architect) was always busy with music. Happy hardcore (in the 90's) and trance were always his favorite genres. After a time of being a fan of rock and metal he discovered hardstyle. This happened because of the jumpstyle-mediahype in 2006. Since then he started producing and his sound became better and better.
Nowadays he takes it very seriously. 'Nuff said. Read more on Last.fm",95499,853169,Guts
3ba5d9d7-0b4a-433f-9146-2f1b46e885d5,Black Soprano Family,Benny the Butcher founded the Black Soprano Family in 2012 as both a record label and a hip hop collective. Read more on Last.fm,35009,329123,Rick Hyde
29776960-786c-4086-8079-ef5b83a0054c,Murs,"Murs (born Nick Carter, March 16, 1978), is an underground MC from Mid-City Los Angeles, CA.  The name 'MURS' is an acronym for Making Underground Raw Shit. He began to opening eyes as a solo artist in 2002, with the releases of both the full length Def Jux release The End Of The Beginning and the more introspective Varsity Blues EP.  Then Murs & 9th Wonder releasing an even more popular and critically acclaimed album called Murs 3:16 - The 9th Edition. Read more on Last.fm",353131,5587235,Living Legends
9b6041d9-34d4-4740-8306-53333b2d1fcc,Paky,Unfortunately named angry Italian rapper. Read more on Last.fm,47952,2528070,SIMBA LA RUE
9b5cec21-c18d-498c-afbd-67db0e80e8e9,Salaam Remi,"Salaam Remi Gibbs, better known as Salaam Remi, is a hip hop producer and keyboard player, known for his association with Nas, Amy Winehouse, Fergie, Miguel and his reggae-tinged (often referred to as ""broken-bottle"") approach to production. On some releases in 2012 such as Girl on Fire by Alicia Keys and R.E.D. by Ne-Yo, Remi's productions are credited as Salaamremi.com.

The son of studio musician Van Gibbs, Salaam first appeared on record as the keyboard player on Kurtis Blow's 1986 release Kingdom Blow. Read more on Last.fm",69791,332748,Guordan Banks
e8998b48-7c04-40e7-9c60-e15a5ec1b483,Da Gudda Jazz, Read more on Last.fm,10346,245136,Tanir
7f9f419a-57c3-449f-b4f7-fbadceb88a15,Ruggedman,"Bio

Born Michael Ugochukwu Stephens on the 20th of September in Ebem Ohafia, Abia state, all levels of schooling were done in Lagos state. I am a graduate of Political Science Lagos State University Ojo. I started loving rap music from around 1989 when I was learning the words in rap tracks I liked and rapping along to their instrumentals - until I decided that I could do mine, then I started writing my own lyrics. 1999 was when I put out my first cd for air play. Read more on Last.fm",2325,11300,Lord Of Ajasa
